"Name","House","Card Number","Raw Amber","Power","Armor","Anomaly","Reprint","Text","Aerc Score","Amber Control","Expected Amber","Aember Protection","Artifact Control","Creature Control","Effective Power","Efficiency","Disruption","House Cheating","Other"
"Book of IeQ","StarAlliance","325","0","","","","","Action: Reveal the top card of your deck. If it's a non-Star Alliance card,
​its house becomes your active house.
​Otherwise, end your turn.","4","0","0","0","0","0","0","4","0","0","0"
"Captain Val Jericho","StarAlliance","326","0","5","1","","","During your turn, if Captain Val Jericho is in the center of your battleline, you may play one card that is not of the active house.","4","0","0","0","0","0","6","3","0","0","0"
"Crash Muldoon","StarAlliance","327","0","3","0","","","Deploy.

Crash Muldoon enters play ready. 

Action: Use a neighboring non-Star ​Alliance creature.","2.1999999999999997","0","0.5","0","0","0","3","0","0","1","0"
"Disruption Field","StarAlliance","328","1","","","","","Your opponent's keys cost +1 aember for each disruption counter on 
​Disruption Field.
​This creature gains, ""Fight/Reap:
​Put a disruption counter on 
​Disruption Field.""","2","1","1","0","0","0","0","0","0","0","0"
"Doctor Driscoll","StarAlliance","329","0","3","","","","Elusive.

Action: Heal 2 damage from a creature. Gain 1 aember for each damage healed this way.","1.5","0","0.5","0","0","0","6","0","0","0","0"
"Encounter Suit","StarAlliance","330","0","","","","","After an action is played but before it resolves, ward this creature.","1","0","0","0","0","0","10","0","0","0","0"
"Forging an Alliance","StarAlliance","331","1","","","","","Play: Forge a key at +7 current cost, reduced by 1 aember (to a maximum of 6) for 
​each house represented among cards
​in play.","1.25","0","1","0.25","0","0","0","0","0","0","0"
"Galactic Census","StarAlliance","332","1","","","","","Play: If there are exactly 3 or exactly 4 houses represented among creatures
​in play, gain 1 aember. If there are exactly
​5, gain 2 aember. If there are 6 or more,
​gain 3 aember.","2.5","0","2.5","0","0","0","0","0","0","0","0"
"General Order 24","StarAlliance","333","0","","","","","At the start of each player's turn, they must choose a creature they control and
​destroy each creature of the chosen
​creature's house. If that player has no
​creatures in play, destroy General Order
​24 instead.","2","0","0","0","0","2","0","0","0","0","0"
"Operations Officer Yshi","StarAlliance","334","0","4","2","","","Taunt.

Each of Operations Officer Yshi's neighbors gains, ""Fight/Reap: Capture 1 aember.""","1.7000000000000002","0.5","0","0","0","0","8","0","0","0","0"
"Peace Accord","StarAlliance","335","0","","","","","Play: Each player gains 2 aember. After a creature is used to fight,
​its controller loses 4 aember. Destroy
​Peace Accord.","1.25","-1","2","0","0","0.25","0","0","0","0","0"
"Plasma Nozzle","StarAlliance","336","1","","","","","This creature gains, ""Before Fight: Deal 2 damage to the attacked creature,
​with 2 damage splash.""","2.25","0","1","0","0","1.25","0","0","0","0","0"
"Psionic Officer Lang","StarAlliance","337","0","3","0","","","After an enemy creature reaps, archive the top card of your deck.","1.2","0","0","0","0","0","3","0.5","0","0","0"
"Quixxle Stone","StarAlliance","338","1","","","","","If a player has more creatures in play than their opponent, they cannot 
​play creatures.","2","0","1","0","0","1","0","0","0","0","0"
"Special Agent "Fingers"","StarAlliance","339","0","1","0","","","Elusive.

Action: Steal 1 aember.","1.45","0.75","0","0","0","0","3","0","0","0","0"
"Tachyon Pulse","StarAlliance","340","1","","","","","Play: Destroy each artifact. Exhaust each creature with an upgrade.","2.75","0","1","0","1.5","0.25","0","0","0","0","0"
"Technivore Pulpate","StarAlliance","341","0","5","0","","","After a player chooses an active house, destroy each artifact of that house.","2.4","0","0","0","1.5","0","5","0","0","0","0"
"Uncharted Lands","StarAlliance","342","0","","","","","Play: Place 6 aember from the common supply on Uncharted Lands.
​Each Star Alliance creature gains,
​""Reap: Move 1 aember from Uncharted Lands
​to your pool.""","2","0","2","0","0","0","0","0","0","0","0"
"United Action","StarAlliance","343","0","","","","","Alpha. Play: For the remainder of the turn,
​you may play cards from any house
​for which you have a card in play. You
​cannot use cards this turn.","3","0","0","0","0","0","0","3","0","0","0"
"We Can ALL Win","StarAlliance","344","1","","","","","Play: Keys cost -2 aember until the end of your next turn.","2","0","2","0","0","0","0","0","0","0","0"
"Chan's Blaster","StarAlliance","345","1","","","","","This creature gains, ""Fight/Reap: You may deal 2 damage to a creature, or attach
​Chan's Blaster to Commander Chan.""
​After you attach Chan's Blaster to 
​Commander Chan, you may use 
​another friendly creature.","1.75","0","1","0","0","0.25","0","0","0","0.5","0"
"Frane's Blaster","StarAlliance","346","1","","","","","This creature gains, ""Fight/Reap: You may deal 2 damage to a creature, or attach
​Frane's Blaster to First Officer Frane.""
​After you attach Frane's Blaster to First
​Officer Frane, move each aember from First
​Officer Frane to your pool.","1.75","0.25","1.25","0","0","0.25","0","0","0","0","0"
"Garcia's Blaster","StarAlliance","347","1","","","","","This creature gains, ""Fight/Reap: You may deal 2 damage to a creature, or 
​attach Garcia's Blaster to Sensor
​Chief Garcia."" 
​After you attach Garcia's Blaster to 
​Sensor Chief Garcia, steal 1 aember.","0.75","0.25","0.25","0","0","0.25","0","0","0","0","0"
"Ingram's Blaster","StarAlliance","348","1","","","","","This creature gains, ""Fight/Reap: You may deal 2 damage to a creature, or attach
​Ingram's Blaster to Medic Ingram.""
​After you attach Ingram's Blaster to 
​Medic Ingram, fully heal a creature.","1.45","0","1","0","0","0.25","2","0","0","0","0"
"Khrkhar's Blaster","StarAlliance","349","1","","","","","This creature gains, ""Fight/Reap: You may deal 2 damage to a creature, or attach
​Khrkhar's Blaster to Lieutenant Khrkhar.""
​After you attach Khrkhar's Blaster
​to Lieutenant Khrkhar, ward
​Lieutenant Khrkhar.","1.75","0","1","0","0","0.25","5","0","0","0","0"
"Kirby's Blaster","StarAlliance","350","1","","","","","This creature gains, ""Fight/Reap: You may deal 2 damage to a creature, 
​or attach Kirby's Blaster to Com.
​Officer Kirby.""
​After you attach Kirby's Blaster to
​Com. Officer Kirby, draw 2 cards.","1.75","0","1","0","0","0.25","0","0.5","0","0","0"
"Qincan's Blaster","StarAlliance","351","1","","","","","This creature gains, ""Fight/Reap: You may deal 2 damage to a creature, or attach
​Qincan's Blaster to Sci. Officer Qincan.""
​After you attach Qincan's Blaster to 
​Sci. Officer Qincan, you may archive a
​creature in play.","1.75","0.25","1.25","0","0","0.25","0","0","0","0","0"
"Walls' Blaster","StarAlliance","352","1","","","","","This creature gains, ""Fight/Reap: You may deal 2 damage to a creature, or attach
​Walls' Blaster to Chief Engineer Walls.""
​After you attach Walls' Blaster to Chief
​Engineer Walls, stun a creature for each
​upgrade on Chief Engineer Walls.","1.5","0","1","0","0","0.5","0","0","0","0","0"
"Bramble Lynx","Untamed","353","0","3","0","","","If you have used a creature to reap this turn, Bramble Lynx enters play ready.","1.4","0","0.5","0","0","0","5","0","0","0","0"
"Cauldron Boil","Untamed","354","1","","","","","Play: Deal damage to each creature equal to the amount of damage on that creature.","1.75","0","1","0","0","0.75","0","0","0","0","0"
"Deepwood Druid","Untamed","355","0","3","0","","","Deploy.

Play/Reap: Fully heal a neighboring creature.","1","0","0","0","0","0","6","0","0","0","0"
"Ghosthawk","Untamed","356","0","2","0","","","Deploy.

Play: You may reap with each neighboring creature, one at a time.","2.6","0","2","0","0","0","2","0","0","0","0"
"Harmonia","Untamed","357","0","2","0","","","Elusive.

After you play a creature, if there are more enemy creatures than friendly 
​creatures, gain 1 aember.","1.7999999999999998","0","1","0","0","0","4","0","0","0","0"
"Imprinted Murmook","Untamed","358","0","3","0","","","Elusive.

Your keys cost -1 aember.","1.7","0","1","0","0","0","3","0","0","0","0"
"Key Charge","Untamed","359","0","","","","true","Play: Lose 1 aember. If you do, you may forge a key at current cost.","0","0","0","0","0","0","0","0","0","0","0"
"Molephin","Untamed","360","0","3","","","","Hazardous 3.

After aember is stolen from you deal 1 damage to each enemy creature for each aember stolen.","2","0","0","0.5","0","0.5","6","0","0","0","0"
"Musthic Murmook","Untamed","361","0","4","0","","","Each player's keys cost +1 aember. Play: Deal 4 damage to a creature.","2.05","0.5","-0.5","0","0","1.25","4","0","0","0","0"
"Regrowth","Untamed","362","1","","","","true","Play: Return a creature from your discard pile to your hand.","0","0","0","0","0","0","0","0","0","0","0"
"Rustgnawer","Untamed","363","0","4","0","","true","Fight: Destroy an artifact. If that artifact had an Aember bonus, you gain that
​much aember.","0.4","0","0","0","0","0","0","0","0","0","0"
"Song of the Wild","Untamed","364","0","","","","","Play: For the remainder of the turn, each friendly creature gains, ""Reap: 
​Gain 1 aember.""","1.5","0","1.5","0","0","0","0","0","0","0","0"
"Tantadlin","Untamed","365","0","9","0","","true","Tantadlin only deals 2 damage when fighting. Fight: Discard a random card from your
​opponent's archives.","0.4","0","0","0","0","0","0","0","0","0","0"
"The Fittest","Untamed","366","1","","","","","Play: Give each friendly creature a +1 power counter.","1.4","0","1","0","0","0","4","0","0","0","0"
"Unnatural Selection","Untamed","367","1","","","","","Play: Choose 3 friendly creatures and 3 enemy creatures. Destroy each
​other creature.","2.5","0","1","0","0","1.5","0","0","0","0","0"
"Unsuspecting Prey","Untamed","368","0","","","","","Play: Deal 2 damage to up to 3 undamaged creatures.","1","0","0","0","0","1","0","0","0","0","0"
"Camouflage","Untamed","369","1","","","","true","Creatures not on a flank cannot fight this creature.","0","0","0","0","0","0","0","0","0","0","0"
"Fangtooth Cavern","Untamed","370","1","","","","","At the end of your turn, destroy the least powerful creature.","1.5","0","1","0","0","0.5","0","0","0","0","0"
"Flaxia","Untamed","371","0","4","0","","true","Play: Gain 2 aember if you control more creatures than your opponent.","0.4","0","0","0","0","0","0","0","0","0","0"
"Fogbank","Untamed","372","1","","","","true","Play: Your opponent cannot use creatures to fight on their next turn.","0","0","0","0","0","0","0","0","0","0","0"
"Gebuk","Untamed","373","0","5","0","","","Destroyed: Discard the top card of your deck. If it is a creature, after Gebuk
​leaves play, put that creature into play in
​Gebuk's position in the battleline.","1.9","0","0","0","0","0","5","1","0","0","0"
"Grasping Vines","Untamed","374","1","","","","true","Play: Return up to 3 artifacts to their owners' hands.","0","0","0","0","0","0","0","0","0","0","0"
"Instrument of Silence","Untamed","375","0","","","","","This creature gains skirmish, and ""Fight: Gain 1 aember.""","1.2","0","1","0","0","0","2","0","0","0","0"
"Kangaphant","Untamed","376","0","5","0","","","Each creature gains, ""Reap: Destroy this creature.""","1.4","0","0","0","0","0.5","5","0","0","0","0"
"Low Dawn","Untamed","377","1","","","","","Play: If there are 3 or more Untamed creatures in your discard pile, gain 2 aember.
​Shuffle each Untamed creature from 
​your discard pile into your deck.","2","0","2","0","0","0","0","0","0","0","0"
"Mab the Mad","Untamed","378","1","2","","","","Reap: Shuffle Mab the Mad into your deck.","2.1","0","1.25","0","0","0","2","0.25","0","0","0"
"Mimicry","Untamed","379","0","","","","true","When you play this card, treat it as a copy of an action card in your 
​opponent's discard pile.","0","0","0","0","0","0","0","0","0","0","0"
"Nature's Call","Untamed","380","1","","","","true","Play: Return up to 3 creatures to their owners' hands.","0","0","0","0","0","0","0","0","0","0","0"
"Panpaca, Anga","Untamed","381","0","5","0","","true","Creatures to the right of Panpaca, Anga in the battleline get +2 power.","0.4","0","0","0","0","0","0","0","0","0","0"
"Panpaca, Jaga","Untamed","382","0","3","0","","true","Creatures to the left of Panpaca, Jaga in the battleline gain skirmish.","0.4","0","0","0","0","0","0","0","0","0","0"
"The Feathered Shaman","Untamed","383","0","2","0","","","Elusive.

Fight/Reap: Ward each of The Feathered Shaman's neighbors.","1.4","0","0","0","0","0","10","0","0","0","0"
"Wild Spirit","Untamed","384","1","","","","","This creature gains: Reap: Capture 1 aember.","1.5","0.5","1","0","0","0","0","0","0","0","0"
"Creed of Nature","Untamed","385","0","","","","","Omni: Sacrifice Creed of Nature. If you do, choose a creature. For the 
​remainder of the turn, that creature
​gains skirmish and assault X. X is 
​its power.","1.25","0","0","0","0","1.25","0","0","0","0","0"
"Creed of Nurture","Untamed","386","0","","","","","Omni: Sacrifice Creed of Nurture. If you do, reveal a creature from your
​hand and choose a creature in play. For 
​the remainder of the turn, the chosen
​creature gains the text box of the 
​revealed creature.","1","0","0","0","0","0","0","0","0","0","1"
"Curiosity","Untamed","387","1","","","","true","Play: Destroy each Scientist creature.","0","0","0","0","0","0","0","0","0","0","0"
"Eldest Bear","Untamed","388","0","5","0","","","Assault 3.

While Eldest Bear is in the center of your battleline, it gains, ""Before Fight:
​Gain 2 aember.""","2.7","0","1.5","0","0","0","8","0","0","0","0"
"Fuzzy Gruen","Untamed","389","2","5","0","","true","Play: Your opponent gains 1 aember.","0.4","0","0","0","0","0","0","0","0","0","0"
"Giant Gnawbill","Untamed","390","0","5","0","","","After a player chooses an active house, that player destroys an artifact of
​that house.","2.4","0","0","0","1.5","0","5","0","0","0","0"
"Gravid Cycle","Untamed","391","1","","","","true","Omega. Play: Return a card from your 
​discard pile to your hand.","0","0","0","0","0","0","0","0","0","0","0"
"Inka the Spider","Untamed","392","0","1","0","","true","Play/Reap: Stun a creature.","0.4","0","0","0","0","0","0","0","0","0","0"
"Moor Wolf","Untamed","393","0","2","0","","","Skirmish. 

Play: Ready each other Wolf creature.","1.1","0","0.5","0","0","0","2","0","0","0","0"
"Nepeta Gigantica","Untamed","394","0","","","","","Action: Stun a creature with power 5 or higher, or stun a Giant creature.","0.5","0","0","0","0","0.5","0","0","0","0","0"
"Perilous Wild","Untamed","395","1","","","","true","Play: Destroy each elusive creature.","0","0","0","0","0","0","0","0","0","0","0"
"Piranha Monkeys","Untamed","396","0","2","0","","true","Play/Reap: Deal 2 damage to each other creature.","0.4","0","0","0","0","0","0","0","0","0","0"
"Po's Pixies","Untamed","397","0","1","0","","true","Aember stolen or captured from your pool is taken from the common supply instead.","0.4","0","0","0","0","0","0","0","0","0","0"
"Punctuated Equilibrium","Untamed","398","0","","","","true","Play: Each player discards their hand, then refills their hand as if it were the 
​end of their turn.","0","0","0","0","0","0","0","0","0","0","0"
"Quicksand","Untamed","399","1","","","","true","Play: Destroy the most powerful creature controlled by each player who does not control a ready Untamed creature.","1","0","1","0","0","0","0","0","0","0","0"
"Roxador","Untamed","400","0","4","0","","true","Roxador only deals 2 damage when fighting. Fight: Stun the attacked creature.
​
​","0.4","0","0","0","0","0","0","0","0","0","0"
"Teliga","Untamed","401","0","3","0","","true","Each time your opponent plays a creature, gain 1 aember.","0.4","0","0","0","0","0","0","0","0","0","0"
"Vineapple Tree","Untamed","402","1","","","","","Keys cost +1 aember for each growth counter on Vineapple Tree.
​After a key is forged, remove each growth 
​counter from Vineapple Tree.
​Action: Put a growth counter on
​Vineapple Tree.","2","1","1","0","0","0","0","0","0","0","0"
"Witch of the Wilds","Untamed","403","0","4","0","","true","During each turn in which Untamed is not your active house, you may play 
​one Untamed card.
​
​","0.4","0","0","0","0","0","0","0","0","0","0"
"Xenos Bloodshadow","Untamed","404","0","4","0","","","Elusive. Hazardous 6. Poison. Skirmish.","2.4","0","0","0","0","0","20","0","0","0","0"
"Toad","Untamed","405","0","1","0","","","Toad cannot reap.","0.25","0","-0.25","0","0","0","1","0","0","0","0"
"Ghostform","","A01","1","","","true","","This creature gains invulnerable. (It cannot be destroyed or dealt
​damage.)
​This creature gains, ""Fight/Reap:
​Archive Ghostform.""","2.5","0","1","0","0","0","10","0.5","0","0","0"
"Infomancer","","A02","0","3","0","true","","Elusive.

Play: Graft an action card from your hand onto Infomancer. (Place it faceup under the
​card.)
​Reap: Trigger the play effect of an action card
​grafted onto Infomancer.","1.9","0","0","0","0","0","5","1","0","0","0"
"Lateral Shift","","A03","0","","","true","","Play: Look at your opponent's hand. Play a card from that hand as if it 
​were yours.","5","0","0","0","0","0","0","2","2.5","0","0.5"
"Memolith","","A04","0","","","true","","Action: Graft an action card from your hand onto Memolith (place it
​faceup under this card), or trigger the
​play effect of an action card grafted
​onto Memolith.","1","0","0","0","0","0","0","1","0","0","0"
"Nizak, The Forgotten","","A05","0","6","","true","","While fighting, Nizak, The Forgotten gains invulnerable. (It cannot be destroyed or dealt damage.)

After an enemy creature is destroyed fighting Nizak, The Forgotten, return that creature to its owner's hand.","1.3","0","0","0","0","0","9","0","0","0","0"
"Orb of Wonder","","A06","0","","","true","","Omni: Sacrifice Orb of Wonder. If you do, search your deck for a card and add it to your hand.  Then, shuffle your deck.","3","0","0","0","0","0","0","3","0","0","0"
"The Grim Reaper","","A07","0","4","0","true","","If you are haunted, The Grim Repear enters play ready. *(You are haunted if there are 10 or
​more cards in your discard pile.)
​*Reap: Purge an enemy creature and a 
​friendly creature.","2.3","0","0.5","0","0","1","4","0","0","0","0"
"The Red Baron","","A08","0","4","1","true","","While your red key is forged, The Red Baron gains, ""Reap: Steal 1 aember.""
​While your opponent's red key is
​forged, The Red Baron gains elusive.","2.4","0.75","0.75","0","0","0","5","0","0","0","0"
"Timequake","","A09","1","","","true","","Play: Shuffle each friendly card in play into your deck. Draw a card for each card shuffled into your deck this way.","2","0","1","0","0","0","0","1","0","0","0"
"Valoocanth","","A10","0","6","0","true","","While the tide is low, Valoocanth cannot be used.
​Fight/Reap: Exhaust an enemy creature
​and each of its neighbors.","1.5","0","0","0","0","0.5","6","0","0","0","0"
